"LineId","Month","Date","Time","Level","Component","PID","Content","EventId","EventTemplate"
"3443","Jul","14","20:13:29","ns1","ftpd","10289","FTP session closed","E32","FTP session closed"
"3444","Jul","14","20:13:29","ns1","ftpd","10278","FTP session closed","E32","FTP session closed"
"3445","Jul","14","20:13:29","ns1","ftpd","10280","FTP session closed","E32","FTP session closed"
"3446","Jul","14","20:13:29","ns1","ftpd","10299","getpeername (in.ftpd): Transport endpoint is not connected","E196","getpeername (in.ftpd): Transport endpoint is not connected"
"3447","Jul","14","22:56:07","ns1","telnetd","4938","ttloop: read: Connection reset by peer","E235","ttloop: read: Connection reset by peer"
"3448","Jul","14","22:56:07","ns1","telnetd","5000","ttloop: read: Connection reset by peer","E235","ttloop: read: Connection reset by peer"
"3449","Jul","14","22:56:07","ns1","telnetd","5027","ttloop: read: Connection reset by peer","E235","ttloop: read: Connection reset by peer"
"3450","Jul","15","05:52:59","ns1","ftpd","13657","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3451","Jul","15","05:52:59","ns1","ftpd","13659","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3452","Jul","15","05:52:59","ns1","ftpd","13661","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3453","Jul","15","05:52:59","ns1","ftpd","13663","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3454","Jul","15","05:52:59","ns1","ftpd","13648","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3455","Jul","15","05:52:59","ns1","ftpd","13641","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3456","Jul","15","05:52:59","ns1","ftpd","13653","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3457","Jul","15","05:52:59","ns1","ftpd","13643","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3458","Jul","15","05:52:59","ns1","ftpd","13644","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3459","Jul","15","05:52:59","ns1","ftpd","13645","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3460","Jul","15","05:52:59","ns1","ftpd","13646","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3461","Jul","15","05:52:59","ns1","ftpd","13647","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3462","Jul","15","05:52:59","ns1","ftpd","13649","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3463","Jul","15","05:52:59","ns1","ftpd","13655","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3464","Jul","15","05:52:59","ns1","ftpd","13654","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3465","Jul","15","05:52:59","ns1","ftpd","13652","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3466","Jul","15","05:52:59","ns1","ftpd","13650","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3467","Jul","15","05:52:59","ns1","ftpd","13656","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3468","Jul","15","05:52:59","ns1","ftpd","13651","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3469","Jul","15","05:52:59","ns1","ftpd","13658","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3470","Jul","15","05:52:59","ns1","ftpd","13642","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3471","Jul","15","05:52:59","ns1","ftpd","13662","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3472","Jul","15","05:52:59","ns1","ftpd","13660","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3473","Jul","15","05:53:23","ns1","ftpd","13641","FTP session closed","E32","FTP session closed"
"3474","Jul","15","05:53:28","ns1","ftpd","13653","FTP session closed","E32","FTP session closed"
"3475","Jul","15","05:53:31","ns1","ftpd","13643","FTP session closed","E32","FTP session closed"
"3476","Jul","15","05:53:31","ns1","ftpd","13646","FTP session closed","E32","FTP session closed"
"3477","Jul","15","05:53:31","ns1","ftpd","13656","FTP session closed","E32","FTP session closed"
"3478","Jul","15","05:53:31","ns1","ftpd","13648","FTP session closed","E32","FTP session closed"
"3479","Jul","15","05:53:32","ns1","ftpd","13645","FTP session closed","E32","FTP session closed"
"3480","Jul","15","05:53:32","ns1","ftpd","13657","FTP session closed","E32","FTP session closed"
"3481","Jul","15","05:53:32","ns1","ftpd","13650","FTP session closed","E32","FTP session closed"
"3482","Jul","15","05:53:32","ns1","ftpd","13652","FTP session closed","E32","FTP session closed"
"3483","Jul","15","05:53:32","ns1","ftpd","13659","FTP session closed","E32","FTP session closed"
"3484","Jul","15","05:53:32","ns1","ftpd","13647","FTP session closed","E32","FTP session closed"
"3485","Jul","15","05:53:32","ns1","ftpd","13655","FTP session closed","E32","FTP session closed"
"3486","Jul","15","05:53:32","ns1","ftpd","13654","FTP session closed","E32","FTP session closed"
"3487","Jul","15","05:53:32","ns1","ftpd","13649","FTP session closed","E32","FTP session closed"
"3488","Jul","15","05:53:32","ns1","ftpd","13644","FTP session closed","E32","FTP session closed"
"3489","Jul","15","05:53:32","ns1","ftpd","13651","FTP session closed","E32","FTP session closed"
"3490","Jul","15","05:53:32","ns1","ftpd","13658","FTP session closed","E32","FTP session closed"
"3491","Jul","15","05:53:32","ns1","ftpd","13642","FTP session closed","E32","FTP session closed"
"3492","Jul","15","05:53:32","ns1","ftpd","13661","FTP session closed","E32","FTP session closed"
"3493","Jul","15","05:53:32","ns1","ftpd","13660","FTP session closed","E32","FTP session closed"
"3494","Jul","15","05:53:32","ns1","ftpd","13662","FTP session closed","E32","FTP session closed"
"3495","Jul","15","05:53:32","ns1","ftpd","13663","FTP session closed","E32","FTP session closed"
"3496","Jul","15","22:55:33","ns1","ftpd","14852","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3497","Jul","15","22:55:33","ns1","ftpd","14851","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3498","Jul","15","22:55:33","ns1","ftpd","14853","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3499","Jul","15","22:55:33","ns1","ftpd","14856","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3500","Jul","15","22:55:33","ns1","ftpd","14854","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3501","Jul","15","22:55:33","ns1","ftpd","14855","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3502","Jul","15","22:55:33","ns1","ftpd","14857","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3503","Jul","15","22:55:33","ns1","ftpd","14858","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3504","Jul","15","22:55:33","ns1","ftpd","14859","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3505","Jul","15","22:55:33","ns1","ftpd","14860","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3506","Jul","15","22:55:33","ns1","ftpd","14861","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3507","Jul","15","22:55:33","ns1","ftpd","14863","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3508","Jul","15","22:55:33","ns1","ftpd","14862","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3509","Jul","15","22:55:57","ns1","ftpd","14851","FTP session closed","E32","FTP session closed"
"3510","Jul","15","22:56:03","ns1","ftpd","14864","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3511","Jul","15","22:56:03","ns1","ftpd","14865","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3512","Jul","15","22:56:03","ns1","ftpd","14866","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3513","Jul","15","22:56:03","ns1","ftpd","14867","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3514","Jul","15","22:56:04","ns1","ftpd","14868","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3515","Jul","15","22:56:04","ns1","ftpd","14869","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3516","Jul","15","22:56:04","ns1","ftpd","14870","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3517","Jul","15","22:56:04","ns1","ftpd","14871","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3518","Jul","15","22:56:04","ns1","ftpd","14872","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3519","Jul","15","22:56:04","ns1","ftpd","14873","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3520","Jul","15","22:56:06","ns1","ftpd","14857","FTP session closed","E32","FTP session closed"
"3521","Jul","15","22:56:06","ns1","ftpd","14853","FTP session closed","E32","FTP session closed"
"3522","Jul","15","22:56:06","ns1","ftpd","14856","FTP session closed","E32","FTP session closed"
"3523","Jul","15","22:56:06","ns1","ftpd","14855","FTP session closed","E32","FTP session closed"
"3524","Jul","15","22:56:06","ns1","ftpd","14854","FTP session closed","E32","FTP session closed"
"3525","Jul","15","22:56:06","ns1","ftpd","14858","FTP session closed","E32","FTP session closed"
"3526","Jul","15","22:56:06","ns1","ftpd","14859","FTP session closed","E32","FTP session closed"
"3527","Jul","15","22:56:06","ns1","ftpd","14862","FTP session closed","E32","FTP session closed"
"3528","Jul","15","22:56:06","ns1","ftpd","14860","FTP session closed","E32","FTP session closed"
"3529","Jul","15","22:56:06","ns1","ftpd","14861","FTP session closed","E32","FTP session closed"
"3530","Jul","15","22:56:06","ns1","ftpd","14852","FTP session closed","E32","FTP session closed"
"3531","Jul","15","22:56:06","ns1","ftpd","14863","FTP session closed","E32","FTP session closed"
"3532","Jul","15","22:56:36","ns1","ftpd","14864","FTP session closed","E32","FTP session closed"
"3533","Jul","15","22:56:36","ns1","ftpd","14865","FTP session closed","E32","FTP session closed"
"3534","Jul","15","22:56:36","ns1","ftpd","14866","FTP session closed","E32","FTP session closed"
"3535","Jul","15","22:56:36","ns1","ftpd","14867","FTP session closed","E32","FTP session closed"
"3536","Jul","15","22:56:36","ns1","ftpd","14868","FTP session closed","E32","FTP session closed"
"3537","Jul","15","22:56:36","ns1","ftpd","14869","FTP session closed","E32","FTP session closed"
"3538","Jul","15","22:56:36","ns1","ftpd","14870","FTP session closed","E32","FTP session closed"
"3539","Jul","15","22:56:36","ns1","ftpd","14871","FTP session closed","E32","FTP session closed"
"3540","Jul","15","22:56:36","ns1","ftpd","14872","FTP session closed","E32","FTP session closed"
"3541","Jul","15","22:56:36","ns1","ftpd","14873","FTP session closed","E32","FTP session closed"
"3542","Jul","16","03:55:11","ns1","ftpd","15040","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3543","Jul","16","03:55:33","ns1","ftpd","15040","FTP session closed","E32","FTP session closed"
"3544","Jul","16","03:55:41","ns1","ftpd","15043","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3545","Jul","16","03:55:41","ns1","ftpd","15041","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3546","Jul","16","03:55:41","ns1","ftpd","15042","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3547","Jul","16","03:55:41","ns1","ftpd","15045","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3548","Jul","16","03:55:41","ns1","ftpd","15044","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3549","Jul","16","03:55:41","ns1","ftpd","15046","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3550","Jul","16","03:55:41","ns1","ftpd","15047","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3551","Jul","16","03:56:27","ns1","ftpd","15041","FTP session closed","E32","FTP session closed"
"3552","Jul","16","03:56:27","ns1","ftpd","15043","FTP session closed","E32","FTP session closed"
"3553","Jul","16","03:56:27","ns1","ftpd","15045","FTP session closed","E32","FTP session closed"
"3554","Jul","16","03:56:27","ns1","ftpd","15044","FTP session closed","E32","FTP session closed"
"3555","Jul","16","03:56:27","ns1","ftpd","15046","FTP session closed","E32","FTP session closed"
"3556","Jul","16","03:56:27","ns1","ftpd","15042","FTP session closed","E32","FTP session closed"
"3557","Jul","16","03:56:28","ns1","ftpd","15047","FTP session closed","E32","FTP session closed"
"3558","Jul","17","05:24:39","ns1","ftpd","8279","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3559","Jul","17","05:24:39","ns1","ftpd","8280","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3560","Jul","17","05:24:39","ns1","ftpd","8281","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3561","Jul","17","05:24:39","ns1","ftpd","8284","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3562","Jul","17","05:24:39","ns1","ftpd","8283","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3563","Jul","17","05:25:04","ns1","ftpd","8284","FTP session closed","E32","FTP session closed"
"3564","Jul","17","05:25:04","ns1","ftpd","8283","FTP session closed","E32","FTP session closed"
"3565","Jul","17","05:25:09","ns1","ftpd","8279","FTP session closed","E32","FTP session closed"
"3566","Jul","17","05:25:17","ns1","ftpd","8281","FTP session closed","E32","FTP session closed"
"3567","Jul","17","05:25:17","ns1","ftpd","8280","FTP session closed","E32","FTP session closed"
"3568","Jul","17","08:07:03","ns1","ftpd","8695","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3569","Jul","17","08:07:03","ns1","ftpd","8695","getpeername (in.ftpd): Transport endpoint is not connected","E196","getpeername (in.ftpd): Transport endpoint is not connected"
"3570","Jul","17","08:24:23","ns1","ftpd","8725","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3571","Jul","17","08:24:23","ns1","ftpd","8726","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3572","Jul","17","08:24:23","ns1","ftpd","8727","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3573","Jul","17","08:24:23","ns1","ftpd","8728","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3574","Jul","17","08:24:24","ns1","ftpd","8729","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3575","Jul","17","08:24:25","ns1","ftpd","8730","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3576","Jul","17","08:24:56","ns1","ftpd","8727","FTP session closed","E32","FTP session closed"
"3577","Jul","17","08:24:56","ns1","ftpd","8728","FTP session closed","E32","FTP session closed"
"3578","Jul","17","08:24:56","ns1","ftpd","8726","FTP session closed","E32","FTP session closed"
"3579","Jul","17","08:24:56","ns1","ftpd","8725","FTP session closed","E32","FTP session closed"
"3580","Jul","17","08:24:56","ns1","ftpd","8729","FTP session closed","E32","FTP session closed"
"3581","Jul","17","08:24:57","ns1","ftpd","8730","FTP session closed","E32","FTP session closed"
"3582","Jul","17","13:38:43","ns1","ftpd","10033","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3583","Jul","17","13:38:43","ns1","ftpd","10032","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3584","Jul","17","13:38:43","ns1","ftpd","10031","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3585","Jul","17","13:38:43","ns1","ftpd","10030","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3586","Jul","17","13:38:43","ns1","ftpd","10028","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3587","Jul","17","13:38:43","ns1","ftpd","10027","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3588","Jul","17","13:38:43","ns1","ftpd","10025","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3589","Jul","17","13:38:43","ns1","ftpd","10024","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3590","Jul","17","13:38:43","ns1","ftpd","10023","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3591","Jul","17","13:38:44","ns1","ftpd","10021","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3592","Jul","17","13:38:44","ns1","ftpd","10029","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3593","Jul","17","13:38:44","ns1","ftpd","10022","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3594","Jul","17","13:38:44","ns1","ftpd","10026","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3595","Jul","17","13:39:00","ns1","ftpd","10021","FTP session closed","E32","FTP session closed"
"3596","Jul","17","13:39:08","ns1","ftpd","10032","FTP session closed","E32","FTP session closed"
"3597","Jul","17","13:39:08","ns1","ftpd","10028","FTP session closed","E32","FTP session closed"
"3598","Jul","17","13:39:08","ns1","ftpd","10025","FTP session closed","E32","FTP session closed"
"3599","Jul","17","13:39:08","ns1","ftpd","10030","FTP session closed","E32","FTP session closed"
"3600","Jul","17","13:39:08","ns1","ftpd","10033","FTP session closed","E32","FTP session closed"
"3601","Jul","17","13:39:08","ns1","ftpd","10022","FTP session closed","E32","FTP session closed"
"3602","Jul","17","13:39:08","ns1","ftpd","10023","FTP session closed","E32","FTP session closed"
"3603","Jul","17","13:39:08","ns1","ftpd","10027","FTP session closed","E32","FTP session closed"
"3604","Jul","17","13:39:08","ns1","ftpd","10029","FTP session closed","E32","FTP session closed"
"3605","Jul","17","13:39:09","ns1","ftpd","10031","FTP session closed","E32","FTP session closed"
"3606","Jul","17","13:39:09","ns1","ftpd","10024","FTP session closed","E32","FTP session closed"
"3607","Jul","17","13:39:09","ns1","ftpd","10026","FTP session closed","E32","FTP session closed"
"3608","Jul","17","13:39:13","ns1","ftpd","10046","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3609","Jul","17","13:39:13","ns1","ftpd","10047","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3610","Jul","17","13:39:13","ns1","ftpd","10050","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3611","Jul","17","13:39:13","ns1","ftpd","10049","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3612","Jul","17","13:39:13","ns1","ftpd","10052","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3613","Jul","17","13:39:13","ns1","ftpd","10048","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3614","Jul","17","13:39:13","ns1","ftpd","10034","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3615","Jul","17","13:39:13","ns1","ftpd","10051","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3616","Jul","17","13:39:13","ns1","ftpd","10053","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3617","Jul","17","13:39:13","ns1","ftpd","10054","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"3618","Jul","17","13:39:38","ns1","ftpd","10047","FTP session closed","E32","FTP session closed"
"3619","Jul","17","13:39:38","ns1","ftpd","10046","FTP session closed","E32","FTP session closed"
"3620","Jul","17","13:39:38","ns1","ftpd","10049","FTP session closed","E32","FTP session closed"
"3621","Jul","17","13:39:38","ns1","ftpd","10034","FTP session closed","E32","FTP session closed"
"3622","Jul","17","13:39:38","ns1","ftpd","10048","FTP session closed","E32","FTP session closed"
"3623","Jul","17","13:39:38","ns1","ftpd","10052","FTP session closed","E32","FTP session closed"
"3624","Jul","17","13:39:38","ns1","ftpd","10050","FTP session closed","E32","FTP session closed"
"3625","Jul","17","13:39:38","ns1","ftpd","10051","FTP session closed","E32","FTP session closed"
"3626","Jul","17","13:39:38","ns1","ftpd","10053","FTP session closed","E32","FTP session closed"
"3627","Jul","17","13:39:38","ns1","ftpd","10054","FTP session closed","E32","FTP session closed"
"3628","Jul","17","13:59:32","ns1","telnetd","10073","ttloop: peer died: EOF","E286","ttloop: peer died: EOF"
"3629","Jul","17","13:59:37","ns1","telnetd","10075","ttloop: peer died: EOF","E286","ttloop: peer died: EOF"
"3630","Jul","17","14:00:09","ns1","telnetd","10078","ttloop: peer died: EOF","E286","ttloop: peer died: EOF"
"3631","Jul","17","14:01:29","ns1","telnetd","10096","ttloop: peer died: EOF","E286","ttloop: peer died: EOF"
"3632","Jul","17","14:03:55","ns1","telnetd","10097","ttloop: peer died: EOF","E286","ttloop: peer died: EOF"
"3633","Jul","17","14:04:15","ns1","telnetd","10100","ttloop: peer died: EOF","E286","ttloop: peer died: EOF"
"3634","Jul","17","14:04:52","ns1","telnetd","10102","ttloop: peer died: EOF","E286","ttloop: peer died: EOF"
"3635","Jul","17","14:05:21","ns1","telnetd","10104","ttloop: peer died: EOF","E286","ttloop: peer died: EOF"
"3636","Jul","17","14:08:41","ns1","telnetd","10110","ttloop: peer died: EOF","E286","ttloop: peer died: EOF"
"3637","Jul","17","14:09:12","ns1","telnetd","10112","ttloop: peer died: EOF","E286","ttloop: peer died: EOF"
"3638","Jul","17","14:12:35","ns1","telnetd","10117","ttloop: peer died: EOF","E286","ttloop: peer died: EOF"
"3639","Jul","17","14:16:03","ns1","telnetd","10122","ttloop: peer died: EOF","E286","ttloop: peer died: EOF"
"3640","Jul","17","14:16:20","ns1","telnetd","10124","ttloop: peer died: EOF","E286","ttloop: peer died: EOF"
"3641","Jul","17","14:19:37","ns1","telnetd","10127","ttloop: peer died: EOF","E286","ttloop: peer died: EOF"
"3642","Jul","17","14:21:02","ns1","telnetd","10131","ttloop: peer died: EOF","E286","ttloop: peer died: EOF"
"3643","Jul","17","14:21:16","ns1","telnetd","10133","ttloop: peer died: EOF","E286","ttloop: peer died: EOF"
"3644","Jul","17","14:22:22","ns1","telnetd","10135","ttloop: peer died: EOF","E286","ttloop: peer died: EOF"
"3645","Jul","17","14:25:43","ns1","telnetd","10138","ttloop: peer died: EOF","E286","ttloop: peer died: EOF"
"3646","Jul","17","14:26:02","ns1","telnetd","10141","ttloop: peer died: EOF","E286","ttloop: peer died: EOF"
"3647","Jul","17","14:26:03","ns1","telnetd","10140","ttloop: peer died: EOF","E286","ttloop: peer died: EOF"
"3648","Jul","17","14:28:32","ns1","telnetd","10144","ttloop: peer died: EOF","E286","ttloop: peer died: EOF"
"3649","Jul","17","14:28:59","ns1","telnetd","10146","ttloop: peer died: EOF","E286","ttloop: peer died: EOF"
"3650","Jul","17","14:30:07","ns1","telnetd","10148","ttloop: peer died: EOF","E286","ttloop: peer died: EOF"
"3651","Jul","17","14:32:14","ns1","telnetd","10151","ttloop: peer died: EOF","E286","ttloop: peer died: EOF"
